User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,MoR Fused Score,Cross Encoder Score,Final MoR Score,Contributing Retrievers,Sentence Similarity,Ultimate Score,Rank,Retriever Contributions
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Revenue recognition
Revenue on the sale of Novartis products and services, 
which is recorded as net sales to third parties in the line 
“Net sales from continuing operations” in the consoli-
dated income statement, is recognized when a contrac-
tual promise to a customer (performance obligation) has 
been fulfilled by transferring control over the promised 
goods and services to the customer, substantially all of 
which is at the point in time of shipment to, or receipt of, 
the products by the customer or when the services are 
performed. If contracts contain customer acceptance 
provisions, revenue is recognized upon the satisfaction 
of the acceptance criteria. If a contract contains more 
than one performance obligation, the consideration is 
allocated based on the standalone selling price of each 
performance obligation. The amount of revenue recog-
nized is based on the consideration Novartis expects to 
receive in exchange for its goods and services, when it 
is highly probable",181,,page181_chunk002,0.0062,-11.2562,-7.8775,3,0.0,-7.8775,84,bm25:0.012; tfidf:0.314; dpr:0.087
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"35
Novartis in Society  
Integrated Report 2024
About Novartis
Strategy and business model
Business review  
Appendix
Sustainability matters
Corporate governance, risk 
management and compensation
regard to gender, race, ethnicity, or any 
other protected characteristics, as defined 
by applicable local laws. Novartis, as a 
global company, complies with the laws of 
each country within which it operates. Gender balance, which seeks to provide 
equal opportunities to both men and 
women and is a key element of our 
strategy for eliminating the gender pay 
gap globally, is an important part of our 
people strategy. This is exemplified by the 
commitments we made with the Equal Pay 
International Coalition (EPIC) in 2018 to 
help close the gender pay gap. These 
commitments included monitoring pay, 
excluding historical salary data from our 
recruitment processes, creating pay 
transparency, and achieving gender 
balance in management. To sustain our progress, we renewed our 
EPIC pledge",35,,page35_chunk000,0.0334,-11.2685,-7.8779,1,0.0,-7.8779,85,bge:0.092
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"External stakeholders were drawn from 
our main stakeholder groups, including 
patients, customers, partners and 
shareholders. Internal stakeholders were 
drawn from senior management, as well as 
units and functions. Ranking of topic areas
External stakeholders
Low impact
Low impact
High impact
High impact 
Internal stakeholders
Environmental 
sustainability
Good 
governance
Sustainable financial 
performance
People and 
culture
Innovation
Ethical business 
practices
Access to 
medicines
Patient health 
and safety We believe our 2021 materiality 
assessment continues to reflect our most 
material topics. However, we continue to 
adjust and prioritize our disclosures to 
reflect the insights gained from our 
stakeholders, such as the increased 
importance of environmental matters. Stakeholder engagement
Novartis works with stakeholders — 
in­cluding patients, healthcare professionals, 
employees, investors, suppliers and 
regulators — to understand their needs and 
expectations and to",16,,page16_chunk001,0.1003,-11.3001,-7.88,4,0.0,-7.88,87,bm25:0.391; tfidf:0.244; bge:0.222; dpr:0.311
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Internal Audit cycle methodology 
includes:
	O Discovery (planning): Ongoing moni-
toring and information gathering 
through continuous risk assessments, 
utilizing business interviews, and bian-
nual calibration of the audit plan. The 
plan is reviewed and approved by the 
Audit Committee (ACC) every six 
months. O Execution and Reporting: 37 engage-
ments delivered in 2024, all linked to 
group risks, emerging topics and com-
pany-wide initiatives. O Follow Up: Management is responsible 
for resolving issues, supported by 
Internal Audit to ensure timely closure 
of high-risk observations. AUDITS 
52
ADVISORIES
24
2024 INTERNAL AUDIT ACTIVITIES
Item 6.  Directors, Senior Management and Employees
﻿
129
Internal Audit
Internal Audit Purpose and Function
The Internal Audit function supports the Board and Exec-
utive Committee by providing independent assurance. It 
evaluates the effectiveness, efficiency, and adequacy of 
processes and controls, ensuring that Novartis meets its 
strateg",133,,page133_chunk000,0.0074,-11.2649,-7.8832,2,0.0,-7.8832,89,bm25:0.019; dpr:0.184
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Research and development
The following table provides an overview of the continuing operations reported research and development expense 
and the non-IFRS measure core research and development expense1:
	
	 	
	 	
	 	
Change in	
	
	 	
	 	
Change	 	
constant	
	
Year ended	 	
Year ended	 	
in USD	 	
currencies	
(USD millions unless indicated otherwise)	
Dec 31, 2024	 	 Dec 31, 2023	 	
% % 1 Research and exploratory development – 4 027 – 3 640 – 11 – 10 Confirmatory development – 5 995 – 7 731 22 22 Total research and development expense – 10 022 – 11 371 12 12 Research and development as % of net sales from continuing operations 19.9 25.0 Non-IFRS measures Core research and exploratory development1 – 3 370 – 2 988 – 13 – 12 Core confirmatory development1 – 5 932 – 5 612 – 6 – 6 Total core research and development expense – 9 302 – 8 600 – 8 – 8 Core research and development as % of net sales from continuing operations 18.5 18.9 1 Core research and development expense exclude impairments, ",50,,page50_chunk002,0.0,-11.2684,-7.8879,1,0.0,-7.8879,90,dpr:0.000
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The results of operations since the date of acquisi-
tion were not material. Following the completion of management’s analysis 
of the third-party integrated safety report related to cer-
tain clinical trial data readouts, that became available 
prior to closing of the MorphoSys acquisition, the neces-
sity to perform an interim impairment test of the good-
will attributable to the MorphoSys business acquired at 
the provisional level of the grouping of CGUs of the Mor-
phoSys business was triggered. This impairment test 
required the use of valuation techniques to estimate the 
fair value less cost of disposal of the MorphoSys busi-
ness. These valuations required the use of management 
assumptions and estimates related to the MorphoSys 
business’ future cash flows and assumptions on, among 
others, discount rate (8.5%) and terminal growth/decline 
rates (-15.0%). These fair value measurements are clas-
sified as “Level 3” in the fair value hierarchy. The section 
“—Goodwill and intan",186,,page186_chunk001,0.0023,-11.2709,-7.889,1,0.0,-7.889,92,dpr:0.059
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"We are taking steps to further strengthen cyber defenses by defining recovery and business 
continuity measures that enable us to respond to a catastrophic loss of IT and resume 
operations. We are modernizing our IT infrastructure and replacing end-of-life applications, 
as well as introducing tighter controls around the use of company devices. We are further 
strengthening network security and disaster recovery planning at key sites, including research 
labs and manufacturing facilities. We are modernizing our IT systems and processes. These foundational programs include 
our Lean Digital Core program to establish global end-to-end systems in the Enterprise 
Resource Management (ERP) space, and a program to update our human resources 
systems. We are working to harmonize data management and improve processes in other 
areas, including supply chain management, compliance and end-to-end Development. Our internal controls and policies are enforced through regular monitoring and training",55,,page55_chunk002,0.0277,-11.2833,-7.89,4,0.0,-7.89,93,bm25:0.124; tfidf:0.130; dpr:0.346; mpnet:0.040
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"26
Novartis in Society  
Integrated Report 2024
About Novartis
Strategy and business model
Business review  
Appendix
Sustainability matters
Corporate governance, risk 
management and compensation
While we prioritize absolute emission 
reductions, we plan to neutralize any 
Scope 1 and 2 emissions from energy that 
remain in 2025, using a mix of high-quality 
biomethane certificates and nature-based 
carbon removal solutions. Of the emissions associated with our 
business, 95% are generated outside our 
own operations (Scope 3). To address 
these emissions, we have been integrating 
environmental sustainability criteria in 
supply contracts since 2022 and aim to 
complete this for all suppliers in scope by 
2025. We further engage with suppliers to 
support them in reducing their own 
emissions, and are leveraging 
partnerships to drive product and 
process innovation. We systematically integrate life-cycle 
assessment (LCA) methods in our R&D 
pipeline to calculate and improve the 
en",26,,page26_chunk000,0.003,-11.2747,-7.8914,2,0.0,-7.8914,95,bm25:0.148; tfidf:0.119
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"We also focus on life-cycle 
management by enhancing the evidence 
base for key brands. We increase our chances of discovering 
new medicines by collaborating with 
outside researchers and biotech 
companies. Our network consists of 
academic and industry alliances working 
on joint research and drug discovery. Embed operational excellence to 
deliver returns
In an increasingly competitive 
environment, we are simplifying processes 
and reducing costs to become more 
efficient and effective in our decision-
making and to free up resources for 
investment in new medicines. Our goal is 
to continue making attractive returns to 
shareholders while creating value for 
patients, healthcare systems and society. Our focus areas
Our priorities
Core therapeutic areas: 
Cardiovascular, renal and 
metabolic; immunology; 
neuroscience; oncology
Technology platforms: 
Chemistry; biotherapeutics; 
radioligand therapy; xRNA 
therapy; gene and cell therapy
Priority markets: 
US; Germany; China; Japan
",13,,page13_chunk001,0.0025,-11.2747,-7.8916,1,0.0,-7.8916,96,bm25:0.185
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Item 16K.  Cybersecurity
﻿
163
Item 16K.  Cybersecurity
Risk management and strategy
Protecting the security and integrity of the IT systems 
under our control and safeguarding the privacy of our 
customers, patients and employees is a top priority for 
us at all levels. Cybersecurity and data privacy risks are 
among the core enterprise risks evaluated through our 
annual enterprise risk management assessment. The Chief Security Officer oversees our cybersecu-
rity risk management program in partnership with our 
Chief Information Officer and other business leaders. The program was developed to assess, identify and man-
age risks from cybersecurity threats and respond to 
cybersecurity breaches and cyberattacks, and to pro-
tect and preserve the confidentiality, integrity, and con-
tinued availability of information owned by, or in the care 
of Novartis. Governance
To address cybersecurity threats and prevent IT system 
interruptions, the Information Security & Compliance 
(ISC) team,",167,,page167_chunk000,0.0035,-11.2846,-7.8982,2,0.0,-7.8982,99,bm25:0.224; tfidf:0.052
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The risk of not detecting a material misstatement 
resulting from fraud is higher than for one resulting from 
error, as fraud may involve collusion, forgery, intentional 
omissions, misrepresentations, or the override of internal 
control. •	 Obtain an understanding of internal control relevant to the 
audit in order to design audit procedures that are appro-
priate in the circumstances, but not for the purpose of 
expressing an opinion on the effectiveness of the Com-
pany’s internal control. •	 Evaluate the appropriateness of accounting policies used 
and the reasonableness of accounting estimates and 
related disclosures made. •	 Conclude on the appropriateness of the Board of Direc-
tors’ use of the going concern basis of accounting and, 
based on the audit evidence obtained, whether a material 
uncertainty exists related to events or conditions that may 
cast significant doubt on the Company’s ability to con-
tinue as a going concern. If we conclude that a material 
uncertainty e",250,,page250_chunk001,0.0111,-11.288,-7.8982,1,0.0,-7.8982,100,dpr:0.289
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The Novartis in Society Integrated 
Report is prepared in accordance with Art. 964b of the 
Swiss Code of Obligations, and in alignment with recom-
mendations and standards issued by the Integrated Report-
ing Framework, the Sustainability Accounting Standards 
Board (SASB), and the Global Reporting Initiative (GRI). The information on Board and Executive Committee 
compensation is outlined in the Compensation Report 
(see “—Item 6.B Compensation” in general, and for cer-
tain compensation information with respect to our Board 
that is responsive to Item 6.C.2 of Form 20-F, see “—Item 
6.B Compensation—Board compensation philosophy 
and fee structure—Philosophy and benchmarking”). Please 
also refer to articles 29-35 of the Articles of Incorpora-
tion (www.novartis.com/investors/company-­overview/
corporate-governance). No change-of-control or ‘golden 
parachute’ clauses benefit Board members, Executive 
Committee ­members, or other members of senior man-
agement. Employment contracts ",135,,page135_chunk001,0.0053,-11.2887,-7.9005,1,0.0,-7.9005,102,mpnet:0.018
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"**
•	 Reviews directorships and agreements of Board members for conflicts of interest, and deals with conflicts of interest (FBA)* ** Key activities in 2024 • Discussed the composition of, and the succession for, the Novartis Board and its committees on a regular basis • Discussed benchmarking data concerning the board size, composition, diversity, and committee structure of peer companies • Discussed the new Swiss legal requirements on non-financial reporting and the corresponding shareholder vote on the 2023 report on non-financial matters at the 2024 AGM • Received an update on the Company’s approach to non-financial reporting and assurance, (in joint session with ACC) • Reviewed an update on ESG Strategy with a focus on trends regarding ESG disclosure regulations and environmental sustainability • Regularly reviewed updates on the ESG Scorecard to track progress against the sustainability targets for Innovation & Access, Human Capital Management, Environmental Sustainability and Et",122,,page122_chunk001,0.0049,-11.2904,-7.9018,1,0.0,-7.9018,103,dpr:0.129
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The Novartis corporate governance principles are 
described in key governance documents, in ­particular in 
our Articles of Incorporation and the Organizational Reg-
ulations of Novartis AG (“Board Regulations”) (www.
novartis.com/investors/company-overview/corpo-
rate-governance). The Governance, Sustainability and Nomination Com-
mittee (GSNC) regularly reviews both the corporate gov-
ernance principles and the key governance documents 
against evolving best practice standards and new devel-
opments in line with our commitment to maintaining the 
highest standards.",100,,page100_chunk001,0.0073,-11.2914,-7.9018,1,0.0,-7.9018,104,dpr:0.190
