User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,BM25 Score,TF-IDF Score,Combined Lexical Score,Semantic Score,Dense Score,LLM Score,Context Score,Final Enhanced Score,Sentence Similarity,Ultimate Score
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"""These include, with respect to income in a given year, the time of at which the generic or biosimilar competitor is launched; the ease or difficulty of manufacturing a competitor prod- uct and obtaining regulatory approval to market it; number of generic or biosimilar competitor products approved, including whether, in the US, a single compet- itor is granted an exclusive marketing period; whether authorized generic is launched; the geographies in which generic or biosimilar competitor products are approved, including the strength of the market for generic or similar pharmaceutical products in such geographies, and the comparative profitability of branded pharmaceu- tical products in such geographies; and our ability to cessfully develop and launch new products for patients that may also offset the income lost to generic or similar competition.""

""For more information on the patent and generic competition status of our products,""","These include, with respect to income in a given year, the time of at which the generic or biosimilar competitor is launched; the ease or difficulty of manufacturing a competitor prod‑ uct and obtaining regulatory approval to market it; number of generic or biosimilar competitor products approved, including whether, in the US, a single compet‑ itor is granted an exclusive marketing period; whether authorized generic is launched; the geographies in which generic or biosimilar competitor products are approved, including the strength of the market for generic or similar pharmaceutical products in such geographies, and the comparative profitability of branded pharmaceu‑ tical products in such geographies; and our ability to cessfully develop and launch new products for patients that may also offset the income lost to generic or similar competition. For more information on the patent 
and generic competition status of our products, 

Failure to identify, execute or realize the expected ben‑",Unknown,,novartis-annual-report-2024_docx_block0_chunk020,0.5042,0.4451,0.4864,0.4812,0.4827,0.04,0.2,0.1645,0.482,0.1804
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"Novartis is a member of the International Labour Organization Global Business and Disability Network and the Valuable 500, promoting inclusion for people with disabilities in the workplace.  

We also collaborate with international partners, such as Disability:IN, Purple Space and Business Disability Forum, to identify and develop best practice solutions to enable people with disabilities to participate as equal members of our organization.  

Examples of this work include increasing physical and digital accessibility while integrating disability perspectives in relevant standards and practices.","Novartis is a member of the International 
Labour Organization Global Business and 

Disability Network and the Valuable 500, 
promoting inclusion for people with 

Disability Network and the Valuable 500, 
promoting inclusion for people with 
disabilities in the workplace. We also 
collaborate with international partners, 
such as Disability:IN, Purple Space and 
Business Disability Forum, to identify and 
develop best practice solutions to enable 
people with disabilities to participate as 
equal members of our organization. Examples of this work include increasing 
physical and digital accessibility while 
integrating disability perspectives in 
relevant standards and practices. In accordance with the UN Standards of 
Conduct for Business, we also strive to 
tackle discrimination against employees 

who are lesbian, gay, bisexual, 
transgender, queer and intersex (LGBTQI). More than 80 employee resource groups 
for business-related and cultural topics, 
which are open to all employe",Unknown,,novartis-integrated-report-2024_docx_block0_chunk063,0.5772,0.3095,0.4969,0.5161,0.5104,0.03,0.2,0.1631,0.5292,0.1803
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"This effect is expected to be most pronounced in Asia, Africa and Australasia, with a potential increase in sales of 2.7% to 2.8% per USD million in sales by 2050.  
Climate-related events can also threaten the uninterrupted and timely supply of medicines that meet all product specifications and quality standards.  
We have established policies and processes to support the quality and resilience of our supply chain and manufacturing processes.  
For instance, we have mitigated physical risks to our sites by putting in place infrastructure (e.g., shelters, flood defenses), supported by administrative procedures (e.g., business continuity plans).  
Further, we have an active energy management system to optimize energy consumption based on site-specific requirements.  
As for our supply chain, its broad geographic footprint, dual supply for key products, and inventory level and stock policies make it resilient.  
In addition, suppliers are being required to follow environmental","This effect is expected to be most 
pronounced in Asia, Africa and Australasia, 
with a potential increase in sales of 2.7% 
to 2.8% per USD million in sales by 2050. Climate-related events can also threaten 
the uninterrupted and timely supply of 
medicines that meet all product 
specifications and quality standards. We have established policies and 
processes to support the quality and 
resilience of our supply chain and 
manufacturing processes. For instance, 
we have mitigated physical risks to our 
sites by putting in place infrastructure 
(e.g., shelters, flood defenses), supported 
by administrative procedures (e.g., 
business continuity plans). Further, we 
have an active energy management 
system to optimize energy consumption 
based on site-specific requirements. As for our supply chain, its broad 
geographic footprint, dual supply for key 
products, and inventory level and stock 
policies make it resilient. In addition, 
suppliers are being required to follow 
environmental ",Unknown,,novartis-integrated-report-2024_docx_block0_chunk047,0.5211,0.304,0.4559,0.5284,0.5067,0.03,0.2,0.1623,0.5284,0.1795
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"External partners risk management and human rights Failure to maintain adequate governance and risk oversight over external partner relationships, and failure of external partners to meet their contractual, regulatory or other obligations Manufacturing and product quality Inability to ensure proper controls in product development and product manufacturing, and failure to comply with applicable regulations and standards Inability to maintain continuity of product supply  

Strategic risks  
Pricing, Pressure on the pricing of our medicines has","External partners risk management and human rights Failure to maintain adequate governance and risk oversight over external partner relationships, and failure of external partners to meet their contractual, regulatory or other obligations Manufacturing and product quality Inability to ensure proper controls in product development and product manufacturing, and failure to comply with applicable regulations and standards Inability to maintain continuity of product supply 54 Novartis in Society About Novartis Strategy and business model Business review Sustainability matters Corporate governance, risk Appendix Integrated Report 2024 management and compensation The table below provides further details on our 2024 risk portfolio. Further information on risks can also be 
found in our Annual Report / Form 20-F. The table below provides further details on our 2024 risk portfolio. Further information on risks can also be 

Strategic risks 
Pricing, Pressure on the pricing of our medicines has ",Unknown,,novartis-integrated-report-2024_docx_block0_chunk103,0.5525,0.526,0.5446,0.494,0.5092,0.03,0.2,0.1628,0.5012,0.1792
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"“even though we may own, co-own or in-license 
patents protecting our products, and conduct 
dom-to-operate analyses, a third party may nevertheless 
assert that one of our products infringes or otherwise 
violates a third-party patent or other intellectual prop- 
erty right for which we do not have a license, seeking 
remedies such as monetary damages or an injunction 

As a result, there can be no assurance that our IP 
rights will protect our products or that we will be able to 
avoid adverse effects from the loss of IP protection or 
from third-party patents or other intellectual property 
rights in the future. 

The following chart lists our key marketed products 
together with the year in which, unless otherwise 
cated, the basic composition of matter (CoM) patent 
tection (”","tionally, even though we may own, co‑own or in‑license 
patents protecting our products, and conduct 
dom‑to‑operate analyses, a third party may nevertheless 
assert that one of our products infringes or otherwise 
violates a third‑party patent or other intellectual prop‑ 
erty right for which we do not have a license, seeking 
remedies such as monetary damages or an injunction 

As a result, there can be no assurance that our IP 
rights will protect our products or that we will be able to 
avoid adverse effects from the loss of IP protection or 
from third‑party patents or other intellectual property 
rights in the future. For more information on the risks 
related to IP, see “Item 3. Key Information—Item 3.D Risk 
factors—Intellectual property—Expiry, assertion or loss 
of intellectual property protection.” development 
The following chart lists our key marketed products 
together with the year in which, unless otherwise 
cated, the basic composition of matter (CoM) patent 
tection (",Unknown,,novartis-annual-report-2024_docx_block0_chunk095,0.6007,0.502,0.5711,0.4837,0.51,0.03,0.2,0.163,0.486,0.1788
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"Our reliance on outsourcing key business functions to third parties  
• Uncertainties regarding actual or potential legal or regulatory proceedings  
• Safety, quality, data integrity or manufacturing issues  

These risks and others are discussed in more detail in this Annual Report, including under “Item 3. Key Informa- tion—Item 3.D. Risk factors,” “Item 4. Information on the Company,” and “Item 5. Operating and Financial Review and Prospects.” Should one or more of these risks or uncertainties materialize, or should underlying assumptions prove incorrect, actual results may vary materially from those described in this Annual Report as anticipated, believed, estimated or expected. It is not possible to predict or identify all risk to our business. Consequently, you should not consider the foregoing to be a complete discussion of all potential risks or uncertainties. We provide the information in this Annual Report as of the date of its filing. We do not intend, and do not assume","Our reliance on outsourcing key business functions to third parties 
• Uncertainties regarding actual or potential legal or regulatory proceedings 
• Safety, quality, data integrity or manufacturing issues 

These risks and others are discussed in more detail in this Annual Report, including under “Item 3. Key Informa- 
tion—Item 3.D. Risk factors,” “Item 4. Information on the Company,” and “Item 5. Operating and Financial Review 
and Prospects.” Should one or more of these risks or uncertainties materialize, or should underlying assumptions 
prove incorrect, actual results may vary materially from those described in this Annual Report as anticipated, 
believed, estimated or expected. It is not possible to predict or identify all risk to our business. Consequently, you 
should not consider the foregoing to be a complete discussion of all potential risks or uncertainties. We provide 
the information in this Annual Report as of the date of its filing. We do not intend, and do not assume ",Unknown,,novartis-annual-report-2024_docx_block0_chunk011,0.3342,0.3055,0.3256,0.5652,0.4933,0.06,0.1,0.1607,0.5652,0.1788
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"Data and information referenced 
are sourced from the Novartis 2024 annual reporting suite (Novartis in Society Integrated Report and Annual Report/Form 20-F), our corporate website, as well as Novartis public 
policies and positions. We also assess our contribution to the UN Sustainable Development Goals (SDGs) mapped against our activities (based on the latest GRI guidance).","Data and information referenced 
are sourced from the Novartis 2024 annual reporting suite (Novartis in Society Integrated Report and Annual Report/Form 20-F), our corporate website, as well as Novartis public 
policies and positions. We also assess our contribution to the UN Sustainable Development Goals (SDGs) mapped against our activities (based on the latest GRI guidance). | 2                | 3                                                                | 4    | 5                              | 6           | 7                                                            | 8   | 9                            |
|:-----------------|:-----------------------------------------------------------------|:-----|:-------------------------------|:------------|:-------------------------------------------------------------|:----|:-----------------------------|
| Disclosure       | Disclosure                                                       | UN |                                | Disclosure",Unknown,,novartis-integrated-report-2024_docx_block0_chunk150,0.4379,0.3223,0.4032,0.523,0.4871,0.03,0.2,0.1584,0.5246,0.175
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"3. Key Information—Item 3.D Risk factors—Pricing, reimbursement and access—Pricing and reimburse-

Item 5. Operating and Financial Review and Prospects

Item 3. Key Information—Item 3.D Risk factors—Macroeconomic developments—Impact of macroeconomic developments.","Long- 
term factors such as aging and lifestyle changes 
led to a significant rise in noncommunicable illnesses 
such as cancer, diabetes and heart disease. • The policy landscape is changing. Evolving legislation 
and regulations are changing how governments 
for medicines. In the US, the IRA will impose price 
trols on select drugs in the Medicare program. The 
is revising the legislative framework for medicines, 
the aim of improving access and affordability, 
China has rolled out a volume-based procurement 
gram to reduce prices for eligible medicines. See 
3. Key Information—Item 3.D Risk factors—Pricing, 
reimbursement and access—Pricing and reimburse- 

Item 5. Operating and Financial Review and Prospects 

access to healthcare,” and “Item 3. Key Information— 
Item 3.D Risk factors—Macroeconomic develop- 
ments—Impact of macroeconomic developments.” • The market for healthcare is evolving. Customer 
groups have increasing influence on treatment 
sions and guidelines, while patie",Unknown,,novartis-annual-report-2024_docx_block0_chunk104,0.4538,0.3459,0.4214,0.5079,0.482,0.03,0.2,0.1574,0.5543,0.1748
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"All information in this report reflects the continuing operations of Novartis, including any changes to the company’s portfolio of activities.  

Further details on the basis for reporting are available in the Reporting Criteria document on our corporate website.  

Environmental data for 2024 is based on actual January-September performance data, plus estimates for October-December (exceptions are indicated with a footnote).  

The 2022 and 2023 environmental comparative data reflects 12-month actual performance data.  

Data on financial performance is consistent with the Novartis Annual Report and Form-20F, prepared in accordance with the International Financial Reporting Standards (IFRS®) Accounting Standards, as issued by the International Accounting Standards Board (IASB®).  

Novartis financial data is presented in US dollars (USD).","All information in this 
report reflects the continuing operations 
of Novartis, including any changes to 
the company’s portfolio of activities. Further details on the basis for reporting 
are available in the Reporting Criteria 
document on our corporate website. Environmental data for 2024 is based on 
actual January-September performance 
data, plus estimates for October- 
December (exceptions are indicated 
with a footnote). The 2022 and 2023 
environmental comparative data reflects 
12-month actual performance data. Data on financial performance is 
consistent with the Novartis Annual 
Report and Form-20F, prepared in 
accordance with the International Financial 
Reporting Standards (IFRS®) Accounting 
Standards, as issued by the International 
Accounting Standards Board (IASB®). Novartis financial data is presented in US 
dollars (USD). Comparative data for certain indicators 
in data tables (pages 60 and 62) include 
data for Sandoz, our former generics and 
biosimilars busines",Unknown,,novartis-integrated-report-2024_docx_block0_chunk002,0.4717,0.3946,0.4486,0.4933,0.4799,0.03,0.2,0.157,0.4896,0.1723
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"755 | – 785 | The following are adjustments to arrive at core income before taxes from continuing operations 1 Amortization of intangible assets: cost of goods sold includes the amortization of acquired rights to currently marketed products; research and development includes the amortization of acquired rights to scientific infrastructure and technologies 2 Impairments: cost of goods sold and research and development include net impairment charges related to intangible assets; other income and other expense include net impairment charges related to property, plant and equipment; other expense also includes a goodwill impairment 3 Acquisition or divestment of businesses and related items, including integration charges: research and development and other expense include integration cost charges; other income includes divestment gains; other income and other expense include transitional service-fee income and expenses related to the Sandoz distribution, and adjustments to provisions 4 Oth","755 | – 785 | The following are adjustments to arrive at core income before taxes from continuing operations 1 Amortization of intangible assets: cost of goods sold includes the amortization of acquired rights to currently marketed products; research and development includes the amortization of acquired rights to scientific infrastructure and technologies 2 Impairments: cost of goods sold and research and development include net impairment charges related to intangible assets; other income and other expense include net impairment charges related to property, plant and equipment; other expense also includes a goodwill impairment 3 Acquisition or divestment of businesses and related items, including integration charges: research and development and other expense include integration cost charges; other income includes divestment gains; other income and other expense include transitional service-fee income and expenses related to the Sandoz distribution, and adjustments to provisions 4 Oth",Unknown,,novartis-annual-report-2024_docx_block0_chunk141,0.4647,0.2581,0.4028,0.5085,0.4768,0.03,0.2,0.1564,0.5085,0.1723
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,No relevant sentences found,"| member in      | 2024 for the   | respective Board | member’s          | service period. | The number of                  | shares |

1 The amounts shown represent the gross number of shares delivered to each Board member in 2024 for the respective Board member’s service period. The number of shares 
reported in this column represent: (i) the second and final equity installment delivered in February 2024 (based on the closing share price of February 1, 2024 of CHF 90.54) for their 
service from the 2023 AGM to the 2024 AGM; and (ii) the first of two equity installments delivered in July 2024 (based on the closing share price of July 15, 2024 of CHF 99.10) for 
their service from the 2024 AGM to the 2025 AGM. The second and final equity installment for their service from the 2024 AGM to the 2025 AGM will take place in February 2025. 2 Includes social security contributions to the extent that they result in a pension entitlement. 3 All amounts are before the deduction of social securit",Unknown,,novartis-annual-report-2024_docx_block0_chunk218,0.7506,0.6331,0.7154,0.445,0.5261,0.01,0.3,0.1722,0.0,0.1722
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"I T T T Phase II TT T Phase III TTT Submitted for regulatory approval

Patients: Develop sustainable products for patients, applying sustainable design principles for new products

People and policy: Transform the sustainability mindset across our organization and collaborate with industry partners to influence change in our sector","I T T T Phase II TT T Phase III TTT Submitted for regulatory approval Our environmental sustainability strategy 
has three priorities: 

• Planet: Achieve climate and nature 
targets, including net-zero greenhouse 
gas (GHG) emissions by 2040 
• Patients: Develop sustainable products 
for patients, applying sustainable 
design principles for new products 
• People and policy: Transform the 
sustainability mindset across our 
organization and collaborate with 
industry partners to influence change in 
our sector 

• Patients: Develop sustainable products 
for patients, applying sustainable 
design principles for new products 

• People and policy: Transform the 
sustainability mindset across our 
organization and collaborate with 
industry partners to influence change in 
our sector 

Oversight of our environmental 
sustainability strategy, including climate 
and nature topics, ultimately lies with our 
Board of Directors. The Board has delegated 
certain duties and responsibilities to ",Unknown,,novartis-integrated-report-2024_docx_block0_chunk034,0.5045,0.3691,0.4639,0.482,0.4766,0.03,0.2,0.1563,0.4926,0.1717
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"Carrying out 
our limited assurance engagement on the 
Sustainability Information included, among 
others: 

• Inquiries of employees responsible for the 
determination and consolidation as well 
as the implementation of internal control 
procedures regarding the Sustainability 
Information; 
• Inspection of selected internal and external 
documents to determine whether qualitative 
and quantitative information is supported 
by sufficient evidence and presented in an 
accurate and balanced manner; 
• Assessment of the data collection, 
validation and reporting processes as well 
as the reliability of the reported data on a 
test basis and through testing of selected 
calculations; 
• Analytical assessment of the data and 
trends of the Sustainability Information 
included in the scope of the limited 
assurance engagement; 
• Considering the appropriateness of the 
carbon conversion factor calculations and 
other unit conversion factor calculations 
used by reference to widely recognise","Carrying out 
our limited assurance engagement on the 
Sustainability Information included, among 
others: 

• Inquiries of employees responsible for the 
determination and consolidation as well 
as the implementation of internal control 
procedures regarding the Sustainability 
Information; 
• Inspection of selected internal and external 
documents to determine whether qualitative 
and quantitative information is supported 
by sufficient evidence and presented in an 
accurate and balanced manner; 
• Assessment of the data collection, 
validation and reporting processes as well 
as the reliability of the reported data on a 
test basis and through testing of selected 
calculations; 
• Analytical assessment of the data and 
trends of the Sustainability Information 
included in the scope of the limited 
assurance engagement; 
• Considering the appropriateness of the 
carbon conversion factor calculations and 
other unit conversion factor calculations 
used by reference to widely recognise",Unknown,,novartis-integrated-report-2024_docx_block0_chunk163,0.4891,0.5939,0.5206,0.5763,0.5596,0.03,0.1,0.1529,0.5763,0.1705
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"• We evaluated the design and tested the operating effec- tiveness of a certain internal control related to the Com- pany’s intangible asset impairment process for Leqvio, including the development of the sales forecasts;  
• We evaluated the reasonableness of management’s sales forecasts for Leqvio by (1) comparing the sales forecasts assumptions to company-specific operational information and management’s communications to the Board of Direc- tors, (2) comparing the most recent sales performance to previous drug launches, and (3) comparing the sales fore- casts assumptions to available external market and indus- try data; and  
• We assessed management’s ability to accurately forecast sales by comparing historical sales forecasts for Leqvio to actual results. For further information on the assessment of the recover- able amount for the Leqvio intangible asset refer to the following:","The following are the primary procedures we performed to address this key audit matter: • We evaluated the design and tested the operating effec- tiveness of a certain internal control related to the Com- pany’s intangible asset impairment process for Leqvio, including the development of the sales forecasts; • We evaluated the reasonableness of management’s sales forecasts for Leqvio by (1) comparing the sales forecasts assumptions to company-specific operational information and management’s communications to the Board of Direc- tors, (2) comparing the most recent sales performance to previous drug launches, and (3) comparing the sales fore- casts assumptions to available external market and indus- try data; and • We assessed management’s ability to accurately forecast sales by comparing historical sales forecasts for Leqvio to actual results. For further information on the assessment of the recover- 
able amount for the Leqvio intangible asset refer to the 
following: 

• Page F-6 (No",Unknown,,novartis-annual-report-2024_docx_block1_chunk088,0.3617,0.2598,0.3311,0.5491,0.4837,0.05,0.1,0.1517,0.5742,0.1692
To what extent are the organization's products and services information-based or information-enabled?,Instantaneous matching; Algorithms; service integration; product strategy; Data analysis; analytics-driven value proposition; Seamless transactions; information-based production; production; Value generation; Algorithmic processes; Competitive differentiation; information-enabled; data merging; value strategy; Effortless transactions; information-based delivery; Analytics; information integration; Data-enabled; info-enabled; info-enabled services; value proposition; data incorporation; Information-enabled; optimization; Enable differentiation; strategy; Real-time matches; physical products; data-centric value proposition; Customer value creation; data assimilation; products; Information-based; delivery; information-based value proposition; ERROR; Personalized recommendations; Data-driven insights; integration; Customized suggestions; information-based; services; optimize,"The downward pressure on healthcare costs in general 
in the EU, particularly with regard to prescription drugs, 
is intense. Increasingly strict analyses are applied when 
evaluating the entry of new products, and as a result, 
access to innovative medicines is limited based on strict 

cost-benefit assessments. In addition, prices for mar- 
keted products are referenced within member states and 
across international borders, further impacting individ- 
ual EU member state pricing. Member states also col- 
laborate to enhance pricing transparency and have 
started conducting joint health technology assessments, 
joint pricing negotiations and/or joint purchasing. As an 
additional control for healthcare budgets, some EU coun- 
tries have passed legislation to impose further manda- 
tory rebates for pharmaceutical products and/or finan- 
cial claw-backs on the pharmaceutical industry. The 
calculation of these rebates and claw-backs may lack 
transparency in some cases and can be diffi","The downward pressure on healthcare costs in general 
in the EU, particularly with regard to prescription drugs, 
is intense. Increasingly strict analyses are applied when 
evaluating the entry of new products, and as a result, 
access to innovative medicines is limited based on strict 

cost‑benefit assessments. In addition, prices for mar‑ 
keted products are referenced within member states and 
across international borders, further impacting individ‑ 
ual EU member state pricing. Member states also col‑ 
laborate to enhance pricing transparency and have 
started conducting joint health technology assessments, 
joint pricing negotiations and/or joint purchasing. As an 
additional control for healthcare budgets, some EU coun‑ 
tries have passed legislation to impose further manda‑ 
tory rebates for pharmaceutical products and/or finan‑ 
cial claw‑backs on the pharmaceutical industry. The 
calculation of these rebates and claw‑backs may lack 
transparency in some cases and can be diffi",Unknown,,novartis-annual-report-2024_docx_block0_chunk089,0.3922,0.2394,0.3464,0.5098,0.4608,0.03,0.2,0.1532,0.5051,0.1686
